sourceId,source,sourcePath,slug,nameEn,nameFr,category,primaryMusclesFr,secondaryMusclesFr,equipmentFr,difficulty,movementType,instructionsFr,commonMistakesFr,imagePath,animationPath,thumbnailPath,isActive,isVariant,canonicalKey,canonicalSlug,variantLabelFr
Bench_Sprint,ExerciseDB,exercises/Bench_Sprint/exercise.json,bench-sprint,Bench Sprint,Bench Sprint,Pliométrie,"[""Quadriceps""]","[""Mollets"", ""Fessiers"", ""Ischios""]","[""Autre""]",Débutant,Polyarticulaire,"Installe-toi correctement, garde le gainage et réalise le mouvement de façon contrôlée. Concentre-toi sur quadriceps et évite les à-coups. Reviens lentement en position de départ avant de répéter.","[""Charge trop lourde"", ""Amplitude incomplète"", ""Mouvement trop rapide""]",/media/exercises/bench-sprint/image.webp,/media/exercises/bench-sprint/animation.webp,/media/exercises/bench-sprint/thumbnail.webp,True,False,bench-sprint,bench-sprint,
Bent-Arm_Barbell_Pullover,ExerciseDB,exercises/Bent-Arm_Barbell_Pullover/exercise.json,bent-arm-barre-pullover,Bent-Arm Barbell Pullover,Bent Arm barre Pullover,Dos,"[""Grand dorsal""]","[""Pectoraux"", ""Grand dorsal"", ""Épaules"", ""Triceps""]","[""Barre""]",Intermédiaire,Polyarticulaire,"Installe-toi correctement, garde le gainage et réalise le mouvement de façon contrôlée. Concentre-toi sur grand dorsal et évite les à-coups. Reviens lentement en position de départ avant de répéter.","[""Charge trop lourde"", ""Amplitude incomplète"", ""Mouvement trop rapide""]",/media/exercises/bent-arm-barre-pullover/image.webp,/media/exercises/bent-arm-barre-pullover/animation.webp,/media/exercises/bent-arm-barre-pullover/thumbnail.webp,True,False,bent-arm-barbell-pullover,bent-arm-barre-pullover,
Bent-Arm_Dumbbell_Pullover,ExerciseDB,exercises/Bent-Arm_Dumbbell_Pullover/exercise.json,bent-arm-halteres-pullover,Bent-Arm Dumbbell Pullover,Bent Arm haltères Pullover,Pectoraux,"[""Pectoraux""]","[""Grand dorsal"", ""Épaules"", ""Triceps""]","[""Haltères""]",Intermédiaire,Polyarticulaire,"Installe-toi correctement, garde le gainage et réalise le mouvement de façon contrôlée. Concentre-toi sur pectoraux et évite les à-coups. Reviens lentement en position de départ avant de répéter.","[""Charge trop lourde"", ""Amplitude incomplète"", ""Mouvement trop rapide""]",/media/exercises/bent-arm-halteres-pullover/image.webp,/media/exercises/bent-arm-halteres-pullover/animation.webp,/media/exercises/bent-arm-halteres-pullover/thumbnail.webp,True,False,bent-arm-dumbbell-pullover,bent-arm-halteres-pullover,
Bent-Knee_Hip_Raise,ExerciseDB,exercises/Bent-Knee_Hip_Raise/exercise.json,bent-knee-hip-raise,Bent-Knee Hip Raise,Bent Knee Hip Raise,Abdos,"[""Abdominaux""]",[],"[""Poids du corps""]",Débutant,Polyarticulaire,"Installe-toi correctement, garde le gainage et réalise le mouvement de façon contrôlée. Concentre-toi sur abdominaux et évite les à-coups. Reviens lentement en position de départ avant de répéter.","[""Perte de gainage"", ""Amplitude incomplète"", ""Mouvement trop rapide""]",/media/exercises/bent-knee-hip-raise/image.webp,/media/exercises/bent-knee-hip-raise/animation.webp,/media/exercises/bent-knee-hip-raise/thumbnail.webp,True,False,bent-knee-hip-raise,bent-knee-hip-raise,
Bent_Over_Barbell_Row,ExerciseDB,exercises/Bent_Over_Barbell_Row/exercise.json,bent-over-barre-rowing,Bent Over Barbell Row,Bent Over barre Rowing,Dos,"[""Milieu du dos""]","[""Biceps"", ""Grand dorsal"", ""Épaules""]","[""Barre""]",Débutant,Polyarticulaire,"Installe-toi correctement, garde le gainage et réalise le mouvement de façon contrôlée. Concentre-toi sur milieu du dos et évite les à-coups. Reviens lentement en position de départ avant de répéter.","[""Charge trop lourde"", ""Amplitude incomplète"", ""Mouvement trop rapide""]",/media/exercises/bent-over-barre-rowing/image.webp,/media/exercises/bent-over-barre-rowing/animation.webp,/media/exercises/bent-over-barre-rowing/thumbnail.webp,True,False,bent-over-barbell-row,bent-over-barre-rowing,
Bent_Over_Dumbbell_Rear_Delt_Raise_With_Head_On_Bench,ExerciseDB,exercises/Bent_Over_Dumbbell_Rear_Delt_Raise_With_Head_On_Bench/exercise.json,bent-over-halteres-deltoides-posterieurs-raise-avec-head-sur-bench,Bent Over Dumbbell Rear Delt Raise With Head On Bench,Bent Over haltères deltoïdes postérieurs Raise avec Head sur Bench,Épaules,"[""Épaules""]",[],"[""Haltères""]",Débutant,Isolation,"Installe-toi correctement, garde le gainage et réalise le mouvement de façon contrôlée. Concentre-toi sur épaules et évite les à-coups. Reviens lentement en position de départ avant de répéter.","[""Charge trop lourde"", ""Amplitude incomplète"", ""Mouvement trop rapide""]",/media/exercises/bent-over-halteres-deltoides-posterieurs-raise-avec-head-sur-bench/image.webp,/media/exercises/bent-over-halteres-deltoides-posterieurs-raise-avec-head-sur-bench/animation.webp,/media/exercises/bent-over-halteres-deltoides-posterieurs-raise-avec-head-sur-bench/thumbnail.webp,True,False,bent-over-dumbbell-rear-delt-raise-with-head-on-bench,bent-over-halteres-deltoides-posterieurs-raise-avec-head-sur-bench,
Bent_Over_Low-Pulley_Side_Lateral,ExerciseDB,exercises/Bent_Over_Low-Pulley_Side_Lateral/exercise.json,bent-over-low-pulley-side-lateral,Bent Over Low-Pulley Side Lateral,Bent Over Low Pulley Side Lateral,Épaules,"[""Épaules""]","[""Lombaires"", ""Milieu du dos"", ""Trapèzes""]","[""Poulie""]",Débutant,Isolation,"Installe-toi correctement, garde le gainage et réalise le mouvement de façon contrôlée. Concentre-toi sur épaules et évite les à-coups. Reviens lentement en position de départ avant de répéter.","[""Charge trop lourde"", ""Amplitude incomplète"", ""Mouvement trop rapide""]",/media/exercises/bent-over-low-pulley-side-lateral/image.webp,/media/exercises/bent-over-low-pulley-side-lateral/animation.webp,/media/exercises/bent-over-low-pulley-side-lateral/thumbnail.webp,True,False,bent-over-low-pulley-side-lateral,bent-over-low-pulley-side-lateral,
Bent_Over_One-Arm_Long_Bar_Row,ExerciseDB,exercises/Bent_Over_One-Arm_Long_Bar_Row/exercise.json,bent-over-one-arm-long-bar-rowing,Bent Over One-Arm Long Bar Row,Bent Over One Arm Long Bar Rowing,Dos,"[""Milieu du dos""]","[""Biceps"", ""Grand dorsal"", ""Lombaires"", ""Trapèzes""]","[""Barre""]",Débutant,Polyarticulaire,"Installe-toi correctement, garde le gainage et réalise le mouvement de façon contrôlée. Concentre-toi sur milieu du dos et évite les à-coups. Reviens lentement en position de départ avant de répéter.","[""Charge trop lourde"", ""Amplitude incomplète"", ""Mouvement trop rapide""]",/media/exercises/bent-over-one-arm-long-bar-rowing/image.webp,/media/exercises/bent-over-one-arm-long-bar-rowing/animation.webp,/media/exercises/bent-over-one-arm-long-bar-rowing/thumbnail.webp,True,True,bent-over-long-bar-row,bent-over-one-arm-long-bar-rowing,Unilatéral
Bent_Over_Two-Arm_Long_Bar_Row,ExerciseDB,exercises/Bent_Over_Two-Arm_Long_Bar_Row/exercise.json,bent-over-two-arm-long-bar-rowing,Bent Over Two-Arm Long Bar Row,Bent Over Two Arm Long Bar Rowing,Dos,"[""Milieu du dos""]","[""Biceps"", ""Grand dorsal""]","[""Barre""]",Intermédiaire,Polyarticulaire,"Installe-toi correctement, garde le gainage et réalise le mouvement de façon contrôlée. Concentre-toi sur milieu du dos et évite les à-coups. Reviens lentement en position de départ avant de répéter.","[""Charge trop lourde"", ""Amplitude incomplète"", ""Mouvement trop rapide""]",/media/exercises/bent-over-two-arm-long-bar-rowing/image.webp,/media/exercises/bent-over-two-arm-long-bar-rowing/animation.webp,/media/exercises/bent-over-two-arm-long-bar-rowing/thumbnail.webp,True,False,bent-over-two-arm-long-bar-row,bent-over-two-arm-long-bar-rowing,
Bent_Over_Two-Dumbbell_Row,ExerciseDB,exercises/Bent_Over_Two-Dumbbell_Row/exercise.json,bent-over-two-halteres-rowing,Bent Over Two-Dumbbell Row,Bent Over Two haltères Rowing,Dos,"[""Milieu du dos""]","[""Biceps"", ""Grand dorsal"", ""Épaules""]","[""Haltères""]",Débutant,Polyarticulaire,"Installe-toi correctement, garde le gainage et réalise le mouvement de façon contrôlée. Concentre-toi sur milieu du dos et évite les à-coups. Reviens lentement en position de départ avant de répéter.","[""Charge trop lourde"", ""Amplitude incomplète"", ""Mouvement trop rapide""]",/media/exercises/bent-over-two-halteres-rowing/image.webp,/media/exercises/bent-over-two-halteres-rowing/animation.webp,/media/exercises/bent-over-two-halteres-rowing/thumbnail.webp,True,False,bent-over-two-dumbbell-row,bent-over-two-halteres-rowing,
Bent_Over_Two-Dumbbell_Row_With_Palms_In,ExerciseDB,exercises/Bent_Over_Two-Dumbbell_Row_With_Palms_In/exercise.json,bent-over-two-halteres-rowing-avec-palms-in,Bent Over Two-Dumbbell Row With Palms In,Bent Over Two haltères Rowing avec Palms In,Dos,"[""Milieu du dos""]","[""Biceps"", ""Grand dorsal""]","[""Haltères""]",Débutant,Polyarticulaire,"Installe-toi correctement, garde le gainage et réalise le mouvement de façon contrôlée. Concentre-toi sur milieu du dos et évite les à-coups. Reviens lentement en position de départ avant de répéter.","[""Charge trop lourde"", ""Amplitude incomplète"", ""Mouvement trop rapide""]",/media/exercises/bent-over-two-halteres-rowing-avec-palms-in/image.webp,/media/exercises/bent-over-two-halteres-rowing-avec-palms-in/animation.webp,/media/exercises/bent-over-two-halteres-rowing-avec-palms-in/thumbnail.webp,True,False,bent-over-two-dumbbell-row-with-palms-in,bent-over-two-halteres-rowing-avec-palms-in,
Bent_Press,ExerciseDB,exercises/Bent_Press/exercise.json,bent-press,Bent Press,Bent Press,Abdos,"[""Abdominaux""]","[""Fessiers"", ""Ischios"", ""Lombaires"", ""Quadriceps"", ""Épaules"", ""Triceps""]","[""Kettlebell""]",Avancé,Polyarticulaire,"Installe-toi correctement, garde le gainage et réalise le mouvement de façon contrôlée. Concentre-toi sur abdominaux et évite les à-coups. Reviens lentement en position de départ avant de répéter.","[""Charge trop lourde"", ""Amplitude incomplète"", ""Mouvement trop rapide""]",/media/exercises/bent-press/image.webp,/media/exercises/bent-press/animation.webp,/media/exercises/bent-press/thumbnail.webp,True,False,bent-press,bent-press,
"Bicycling,_Stationary",ExerciseDB,"exercises/Bicycling,_Stationary/exercise.json",bicycling-stationary,"Bicycling, Stationary","Bicycling, Stationary",Cardio,"[""Quadriceps""]","[""Mollets"", ""Fessiers"", ""Ischios""]","[""Machine""]",Débutant,Non précisé,"Garde une posture stable, démarre progressivement puis maintiens un rythme régulier. Respire de façon fluide et évite de te crisper.","[""Posture relâchée"", ""Départ trop rapide"", ""Respiration irrégulière""]",/media/exercises/bicycling-stationary/image.webp,/media/exercises/bicycling-stationary/animation.webp,/media/exercises/bicycling-stationary/thumbnail.webp,True,False,bicycling-stationary,bicycling-stationary,
Bicycling,ExerciseDB,exercises/Bicycling/exercise.json,bicycling,Bicycling,Bicycling,Cardio,"[""Quadriceps""]","[""Mollets"", ""Fessiers"", ""Ischios""]","[""Autre""]",Débutant,Non précisé,"Garde une posture stable, démarre progressivement puis maintiens un rythme régulier. Respire de façon fluide et évite de te crisper.","[""Posture relâchée"", ""Départ trop rapide"", ""Respiration irrégulière""]",/media/exercises/bicycling/image.webp,/media/exercises/bicycling/animation.webp,/media/exercises/bicycling/thumbnail.webp,True,False,bicycling,bicycling,
Board_Press,ExerciseDB,exercises/Board_Press/exercise.json,board-press,Board Press,Board Press,Force athlétique,"[""Triceps""]","[""Pectoraux"", ""Avant-bras"", ""Grand dorsal"", ""Épaules""]","[""Barre""]",Intermédiaire,Polyarticulaire,"Installe-toi correctement, garde le gainage et réalise le mouvement de façon contrôlée. Concentre-toi sur triceps et évite les à-coups. Reviens lentement en position de départ avant de répéter.","[""Charge trop lourde"", ""Amplitude incomplète"", ""Mouvement trop rapide""]",/media/exercises/board-press/image.webp,/media/exercises/board-press/animation.webp,/media/exercises/board-press/thumbnail.webp,True,False,board-press,board-press,
Body-Up,ExerciseDB,exercises/Body-Up/exercise.json,body-up,Body-Up,Body Up,Bras,"[""Triceps""]","[""Abdominaux"", ""Avant-bras""]","[""Poids du corps""]",Intermédiaire,Isolation,"Installe-toi correctement, garde le gainage et réalise le mouvement de façon contrôlée. Concentre-toi sur triceps et évite les à-coups. Reviens lentement en position de départ avant de répéter.","[""Perte de gainage"", ""Amplitude incomplète"", ""Mouvement trop rapide""]",/media/exercises/body-up/image.webp,/media/exercises/body-up/animation.webp,/media/exercises/body-up/thumbnail.webp,True,False,body-up,body-up,
Body_Tricep_Press,ExerciseDB,exercises/Body_Tricep_Press/exercise.json,body-tricep-press,Body Tricep Press,Body Tricep Press,Bras,"[""Triceps""]",[],"[""Poids du corps""]",Débutant,Isolation,"Installe-toi correctement, garde le gainage et réalise le mouvement de façon contrôlée. Concentre-toi sur triceps et évite les à-coups. Reviens lentement en position de départ avant de répéter.","[""Perte de gainage"", ""Amplitude incomplète"", ""Mouvement trop rapide""]",/media/exercises/body-tricep-press/image.webp,/media/exercises/body-tricep-press/animation.webp,/media/exercises/body-tricep-press/thumbnail.webp,True,False,body-tricep-press,body-tricep-press,
Bodyweight_Flyes,ExerciseDB,exercises/Bodyweight_Flyes/exercise.json,bodyweight-flyes,Bodyweight Flyes,Bodyweight Flyes,Pectoraux,"[""Pectoraux""]","[""Abdominaux"", ""Épaules"", ""Triceps""]","[""Barre EZ""]",Intermédiaire,Isolation,"Installe-toi correctement, garde le gainage et réalise le mouvement de façon contrôlée. Concentre-toi sur pectoraux et évite les à-coups. Reviens lentement en position de départ avant de répéter.","[""Charge trop lourde"", ""Amplitude incomplète"", ""Mouvement trop rapide""]",/media/exercises/bodyweight-flyes/image.webp,/media/exercises/bodyweight-flyes/animation.webp,/media/exercises/bodyweight-flyes/thumbnail.webp,True,False,bodyweight-flyes,bodyweight-flyes,
Bodyweight_Mid_Row,ExerciseDB,exercises/Bodyweight_Mid_Row/exercise.json,bodyweight-mid-rowing,Bodyweight Mid Row,Bodyweight Mid Rowing,Dos,"[""Milieu du dos""]","[""Biceps"", ""Grand dorsal""]","[""Autre""]",Intermédiaire,Polyarticulaire,"Installe-toi correctement, garde le gainage et réalise le mouvement de façon contrôlée. Concentre-toi sur milieu du dos et évite les à-coups. Reviens lentement en position de départ avant de répéter.","[""Charge trop lourde"", ""Amplitude incomplète"", ""Mouvement trop rapide""]",/media/exercises/bodyweight-mid-rowing/image.webp,/media/exercises/bodyweight-mid-rowing/animation.webp,/media/exercises/bodyweight-mid-rowing/thumbnail.webp,True,False,bodyweight-mid-row,bodyweight-mid-rowing,
Bodyweight_Squat,ExerciseDB,exercises/Bodyweight_Squat/exercise.json,bodyweight-squat,Bodyweight Squat,Bodyweight Squat,Jambes,"[""Quadriceps""]","[""Fessiers"", ""Ischios""]","[""Poids du corps""]",Débutant,Polyarticulaire,"Installe-toi correctement, garde le gainage et réalise le mouvement de façon contrôlée. Concentre-toi sur quadriceps et évite les à-coups. Reviens lentement en position de départ avant de répéter.","[""Perte de gainage"", ""Amplitude incomplète"", ""Mouvement trop rapide""]",/media/exercises/bodyweight-squat/image.webp,/media/exercises/bodyweight-squat/animation.webp,/media/exercises/bodyweight-squat/thumbnail.webp,True,False,bodyweight-squat,bodyweight-squat,
Bodyweight_Walking_Lunge,ExerciseDB,exercises/Bodyweight_Walking_Lunge/exercise.json,bodyweight-walking-fente,Bodyweight Walking Lunge,Bodyweight Walking Fente,Jambes,"[""Quadriceps""]","[""Mollets"", ""Fessiers"", ""Ischios""]","[""Aucun""]",Débutant,Polyarticulaire,"Installe-toi correctement, garde le gainage et réalise le mouvement de façon contrôlée. Concentre-toi sur quadriceps et évite les à-coups. Reviens lentement en position de départ avant de répéter.","[""Charge trop lourde"", ""Amplitude incomplète"", ""Mouvement trop rapide""]",/media/exercises/bodyweight-walking-fente/image.webp,/media/exercises/bodyweight-walking-fente/animation.webp,/media/exercises/bodyweight-walking-fente/thumbnail.webp,True,False,bodyweight-walking-lunge,bodyweight-walking-fente,
Bosu_Ball_Cable_Crunch_With_Side_Bends,ExerciseDB,exercises/Bosu_Ball_Cable_Crunch_With_Side_Bends/exercise.json,bosu-ball-poulie-crunch-avec-side-bends,Bosu Ball Cable Crunch With Side Bends,Bosu Ball poulie Crunch avec Side Bends,Abdos,"[""Abdominaux""]",[],"[""Poulie""]",Débutant,Isolation,"Installe-toi correctement, garde le gainage et réalise le mouvement de façon contrôlée. Concentre-toi sur abdominaux et évite les à-coups. Reviens lentement en position de départ avant de répéter.","[""Charge trop lourde"", ""Amplitude incomplète"", ""Mouvement trop rapide""]",/media/exercises/bosu-ball-poulie-crunch-avec-side-bends/image.webp,/media/exercises/bosu-ball-poulie-crunch-avec-side-bends/animation.webp,/media/exercises/bosu-ball-poulie-crunch-avec-side-bends/thumbnail.webp,True,False,bosu-ball-cable-crunch-with-side-bends,bosu-ball-poulie-crunch-avec-side-bends,
Bottoms-Up_Clean_From_The_Hang_Position,ExerciseDB,exercises/Bottoms-Up_Clean_From_The_Hang_Position/exercise.json,bottoms-up-clean-from-the-hang-position,Bottoms-Up Clean From The Hang Position,Bottoms Up Clean From The Hang Position,Bras,"[""Avant-bras""]","[""Biceps"", ""Épaules""]","[""Kettlebell""]",Intermédiaire,Polyarticulaire,"Installe-toi correctement, garde le gainage et réalise le mouvement de façon contrôlée. Concentre-toi sur avant-bras et évite les à-coups. Reviens lentement en position de départ avant de répéter.","[""Charge trop lourde"", ""Amplitude incomplète"", ""Mouvement trop rapide""]",/media/exercises/bottoms-up-clean-from-the-hang-position/image.webp,/media/exercises/bottoms-up-clean-from-the-hang-position/animation.webp,/media/exercises/bottoms-up-clean-from-the-hang-position/thumbnail.webp,True,False,bottoms-up-clean-from-the-hang-position,bottoms-up-clean-from-the-hang-position,
Bottoms_Up,ExerciseDB,exercises/Bottoms_Up/exercise.json,bottoms-up,Bottoms Up,Bottoms Up,Abdos,"[""Abdominaux""]",[],"[""Poids du corps""]",Débutant,Polyarticulaire,"Installe-toi correctement, garde le gainage et réalise le mouvement de façon contrôlée. Concentre-toi sur abdominaux et évite les à-coups. Reviens lentement en position de départ avant de répéter.","[""Perte de gainage"", ""Amplitude incomplète"", ""Mouvement trop rapide""]",/media/exercises/bottoms-up/image.webp,/media/exercises/bottoms-up/animation.webp,/media/exercises/bottoms-up/thumbnail.webp,True,False,bottoms-up,bottoms-up,
Box_Jump_(Multiple_Response),ExerciseDB,exercises/Box_Jump_(Multiple_Response)/exercise.json,box-jump-multiple-response,Box Jump (Multiple Response),Box Jump (Multiple Response),Pliométrie,"[""Ischios""]","[""Abducteurs"", ""Adducteurs"", ""Mollets"", ""Fessiers"", ""Quadriceps""]","[""Autre""]",Débutant,Polyarticulaire,"Installe-toi correctement, garde le gainage et réalise le mouvement de façon contrôlée. Concentre-toi sur ischios et évite les à-coups. Reviens lentement en position de départ avant de répéter.","[""Charge trop lourde"", ""Amplitude incomplète"", ""Mouvement trop rapide""]",/media/exercises/box-jump-multiple-response/image.webp,/media/exercises/box-jump-multiple-response/animation.webp,/media/exercises/box-jump-multiple-response/thumbnail.webp,True,False,box-jump-multiple-response,box-jump-multiple-response,
Box_Skip,ExerciseDB,exercises/Box_Skip/exercise.json,box-skip,Box Skip,Box Skip,Pliométrie,"[""Ischios""]","[""Abducteurs"", ""Adducteurs"", ""Mollets"", ""Fessiers"", ""Quadriceps""]","[""Autre""]",Débutant,Polyarticulaire,"Installe-toi correctement, garde le gainage et réalise le mouvement de façon contrôlée. Concentre-toi sur ischios et évite les à-coups. Reviens lentement en position de départ avant de répéter.","[""Charge trop lourde"", ""Amplitude incomplète"", ""Mouvement trop rapide""]",/media/exercises/box-skip/image.webp,/media/exercises/box-skip/animation.webp,/media/exercises/box-skip/thumbnail.webp,True,False,box-skip,box-skip,
Box_Squat,ExerciseDB,exercises/Box_Squat/exercise.json,box-squat,Box Squat,Box Squat,Force athlétique,"[""Quadriceps""]","[""Adducteurs"", ""Mollets"", ""Fessiers"", ""Ischios"", ""Lombaires""]","[""Barre""]",Intermédiaire,Polyarticulaire,"Installe-toi correctement, garde le gainage et réalise le mouvement de façon contrôlée. Concentre-toi sur quadriceps et évite les à-coups. Reviens lentement en position de départ avant de répéter.","[""Charge trop lourde"", ""Amplitude incomplète"", ""Mouvement trop rapide""]",/media/exercises/box-squat/image.webp,/media/exercises/box-squat/animation.webp,/media/exercises/box-squat/thumbnail.webp,True,False,box-squat,box-squat,
Box_Squat_with_Bands,ExerciseDB,exercises/Box_Squat_with_Bands/exercise.json,box-squat-avec-bands,Box Squat with Bands,Box Squat avec Bands,Force athlétique,"[""Quadriceps""]","[""Abducteurs"", ""Adducteurs"", ""Mollets"", ""Fessiers"", ""Ischios"", ""Lombaires""]","[""Barre""]",Avancé,Polyarticulaire,"Installe-toi correctement, garde le gainage et réalise le mouvement de façon contrôlée. Concentre-toi sur quadriceps et évite les à-coups. Reviens lentement en position de départ avant de répéter.","[""Charge trop lourde"", ""Amplitude incomplète"", ""Mouvement trop rapide""]",/media/exercises/box-squat-avec-bands/image.webp,/media/exercises/box-squat-avec-bands/animation.webp,/media/exercises/box-squat-avec-bands/thumbnail.webp,True,True,box-squat,box-squat,Avec élastique
Box_Squat_with_Chains,ExerciseDB,exercises/Box_Squat_with_Chains/exercise.json,box-squat-avec-chains,Box Squat with Chains,Box Squat avec Chains,Jambes,"[""Quadriceps""]","[""Abducteurs"", ""Adducteurs"", ""Mollets"", ""Fessiers"", ""Ischios"", ""Lombaires""]","[""Barre""]",Avancé,Polyarticulaire,"Installe-toi correctement, garde le gainage et réalise le mouvement de façon contrôlée. Concentre-toi sur quadriceps et évite les à-coups. Reviens lentement en position de départ avant de répéter.","[""Charge trop lourde"", ""Amplitude incomplète"", ""Mouvement trop rapide""]",/media/exercises/box-squat-avec-chains/image.webp,/media/exercises/box-squat-avec-chains/animation.webp,/media/exercises/box-squat-avec-chains/thumbnail.webp,True,True,box-squat,box-squat,Avec chaînes
Brachialis-SMR,ExerciseDB,exercises/Brachialis-SMR/exercise.json,brachialis-smr,Brachialis-SMR,Brachialis SMR,Mobilité,"[""Biceps""]",[],"[""Rouleau de massage""]",Intermédiaire,Non précisé,"Installe-toi dans une position confortable, respire lentement et augmente l’amplitude sans douleur. Garde le contrôle pendant tout le mouvement.","[""Forcer l’amplitude"", ""Respiration bloquée"", ""Position non contrôlée""]",/media/exercises/brachialis-smr/image.webp,/media/exercises/brachialis-smr/animation.webp,/media/exercises/brachialis-smr/thumbnail.webp,True,False,brachialis-smr,brachialis-smr,
Bradford_Rocky_Presses,ExerciseDB,exercises/Bradford_Rocky_Presses/exercise.json,bradford-rocky-presses,Bradford/Rocky Presses,Bradford/Rocky Presses,Épaules,"[""Épaules""]","[""Triceps""]","[""Barre""]",Débutant,Polyarticulaire,"Installe-toi correctement, garde le gainage et réalise le mouvement de façon contrôlée. Concentre-toi sur épaules et évite les à-coups. Reviens lentement en position de départ avant de répéter.","[""Charge trop lourde"", ""Amplitude incomplète"", ""Mouvement trop rapide""]",/media/exercises/bradford-rocky-presses/image.webp,/media/exercises/bradford-rocky-presses/animation.webp,/media/exercises/bradford-rocky-presses/thumbnail.webp,True,False,bradford-rocky-presses,bradford-rocky-presses,
Butt-Ups,ExerciseDB,exercises/Butt-Ups/exercise.json,butt-ups,Butt-Ups,Butt Ups,Abdos,"[""Abdominaux""]",[],"[""Poids du corps""]",Débutant,Polyarticulaire,"Installe-toi correctement, garde le gainage et réalise le mouvement de façon contrôlée. Concentre-toi sur abdominaux et évite les à-coups. Reviens lentement en position de départ avant de répéter.","[""Perte de gainage"", ""Amplitude incomplète"", ""Mouvement trop rapide""]",/media/exercises/butt-ups/image.webp,/media/exercises/butt-ups/animation.webp,/media/exercises/butt-ups/thumbnail.webp,True,False,butt-ups,butt-ups,
Butt_Lift_(Bridge),ExerciseDB,exercises/Butt_Lift_(Bridge)/exercise.json,butt-lift-bridge,Butt Lift (Bridge),Butt Lift (Bridge),Jambes,"[""Fessiers""]","[""Ischios""]","[""Poids du corps""]",Débutant,Isolation,"Installe-toi correctement, garde le gainage et réalise le mouvement de façon contrôlée. Concentre-toi sur fessiers et évite les à-coups. Reviens lentement en position de départ avant de répéter.","[""Perte de gainage"", ""Amplitude incomplète"", ""Mouvement trop rapide""]",/media/exercises/butt-lift-bridge/image.webp,/media/exercises/butt-lift-bridge/animation.webp,/media/exercises/butt-lift-bridge/thumbnail.webp,True,False,butt-lift-bridge,butt-lift-bridge,
Butterfly,ExerciseDB,exercises/Butterfly/exercise.json,butterfly,Butterfly,Butterfly,Pectoraux,"[""Pectoraux""]",[],"[""Machine""]",Débutant,Isolation,"Installe-toi correctement, garde le gainage et réalise le mouvement de façon contrôlée. Concentre-toi sur pectoraux et évite les à-coups. Reviens lentement en position de départ avant de répéter.","[""Charge trop lourde"", ""Amplitude incomplète"", ""Mouvement trop rapide""]",/media/exercises/butterfly/image.webp,/media/exercises/butterfly/animation.webp,/media/exercises/butterfly/thumbnail.webp,True,False,butterfly,butterfly,
Cable_Chest_Press,ExerciseDB,exercises/Cable_Chest_Press/exercise.json,poulie-chest-press,Cable Chest Press,Poulie Chest Press,Pectoraux,"[""Pectoraux""]","[""Épaules"", ""Triceps""]","[""Poulie""]",Débutant,Polyarticulaire,"Installe-toi correctement, garde le gainage et réalise le mouvement de façon contrôlée. Concentre-toi sur pectoraux et évite les à-coups. Reviens lentement en position de départ avant de répéter.","[""Charge trop lourde"", ""Amplitude incomplète"", ""Mouvement trop rapide""]",/media/exercises/poulie-chest-press/image.webp,/media/exercises/poulie-chest-press/animation.webp,/media/exercises/poulie-chest-press/thumbnail.webp,True,False,cable-chest-press,poulie-chest-press,
Cable_Crossover,ExerciseDB,exercises/Cable_Crossover/exercise.json,poulie-crossover,Cable Crossover,Poulie Crossover,Pectoraux,"[""Pectoraux""]","[""Épaules""]","[""Poulie""]",Débutant,Isolation,"Installe-toi correctement, garde le gainage et réalise le mouvement de façon contrôlée. Concentre-toi sur pectoraux et évite les à-coups. Reviens lentement en position de départ avant de répéter.","[""Charge trop lourde"", ""Amplitude incomplète"", ""Mouvement trop rapide""]",/media/exercises/poulie-crossover/image.webp,/media/exercises/poulie-crossover/animation.webp,/media/exercises/poulie-crossover/thumbnail.webp,True,False,cable-crossover,poulie-crossover,
Cable_Crunch,ExerciseDB,exercises/Cable_Crunch/exercise.json,poulie-crunch,Cable Crunch,Poulie Crunch,Abdos,"[""Abdominaux""]",[],"[""Poulie""]",Débutant,Isolation,"Installe-toi correctement, garde le gainage et réalise le mouvement de façon contrôlée. Concentre-toi sur abdominaux et évite les à-coups. Reviens lentement en position de départ avant de répéter.","[""Charge trop lourde"", ""Amplitude incomplète"", ""Mouvement trop rapide""]",/media/exercises/poulie-crunch/image.webp,/media/exercises/poulie-crunch/animation.webp,/media/exercises/poulie-crunch/thumbnail.webp,True,False,cable-crunch,poulie-crunch,
Cable_Deadlifts,ExerciseDB,exercises/Cable_Deadlifts/exercise.json,poulie-deadlifts,Cable Deadlifts,Poulie Deadlifts,Jambes,"[""Quadriceps""]","[""Avant-bras"", ""Fessiers"", ""Ischios"", ""Lombaires""]","[""Poulie""]",Débutant,Polyarticulaire,"Installe-toi correctement, garde le gainage et réalise le mouvement de façon contrôlée. Concentre-toi sur quadriceps et évite les à-coups. Reviens lentement en position de départ avant de répéter.","[""Charge trop lourde"", ""Amplitude incomplète"", ""Mouvement trop rapide""]",/media/exercises/poulie-deadlifts/image.webp,/media/exercises/poulie-deadlifts/animation.webp,/media/exercises/poulie-deadlifts/thumbnail.webp,True,False,cable-deadlifts,poulie-deadlifts,
